x_value,total_1,total_2
29438,30806,16080
29439,30813,16086
29440,30809,16081
29441,30808,16078
29442,30809,16082
29443,30815,16078
29444,30821,16078
29445,30815,16074
29446,30815,16071
29447,30822,16077
29448,30830,16083
29449,30824,16078
29450,30828,16074
29451,30823,16071
29452,30828,16074
29453,30833,16075
29454,30832,16074
29455,30829,16071
29456,30833,16071
29457,30837,16070
29458,30838,16076
29459,30842,16072
29460,30845,16070
29461,30848,16065
29462,30850,16066
29463,30844,16066
29464,30844,16071
29465,30848,16075
29466,30848,16074
29467,30850,16071
29468,30851,16075
29469,30851,16073
29470,30858,16069
29471,30857,16066
29472,30861,16062
29473,30866,16057
29474,30874,16056
29475,30873,16058
29476,30881,16061
29477,30879,16056
29478,30882,16056
29479,30881,16052
29480,30877,16057
29481,30876,16061
29482,30875,16061
29483,30876,16064
29484,30877,16063
29485,30875,16059
29486,30876,16063
29487,30875,16066
29488,30881,16072
29489,30876,16071
29490,30870,16074
29491,30877,16072
29492,30876,16074
29493,30875,16079
29494,30877,16076
29495,30872,16071
29496,30880,16073
29497,30888,16068
29498,30895,16074
29499,30899,16070
29500,30895,16068
29501,30889,16074
29502,30886,16080
29503,30884,16079
29504,30888,16083
29505,30886,16084
29506,30886,16080
29507,30880,16080
29508,30878,16077
29509,30875,16082
29510,30878,16077
29511,30875,16075
29512,30879,16074
29513,30883,16074
29514,30887,16077
29515,30883,16074
29516,30889,16069
29517,30897,16068
29518,30898,16064
29519,30897,16061
29520,30894,16066
29521,30892,16071
29522,30893,16072
29523,30897,16069
29524,30902,16069
29525,30899,16073
29526,30893,16069
29527,30901,16072
29528,30905,16074
29529,30912,16070
29530,30910,16071
29531,30904,16072
29532,30901,16074
29533,30896,16076
29534,30904,16076
29535,30907,16073
29536,30914,16069
29537,30917,16065
29538,30915,16069
29539,30911,16075
29540,30911,16075
29541,30911,16079
29542,30916,16081
29543,30913,16086
29544,30911,16084
29545,30911,16089
29546,30918,16092
29547,30916,16094
29548,30923,16093
29549,30920,16098
29550,30924,16097
29551,30922,16098
29552,30921,16098
29553,30916,16095
29554,30921,16093
29555,30927,16098
29556,30924,16093
29557,30932,16091
29558,30933,16086
29559,30931,16085
29560,30928,16084
29561,30925,16090
29562,30929,16096
29563,30924,16095
29564,30924,16098
29565,30928,16094
29566,30925,16094
29567,30926,16089
29568,30928,16084
29569,30924,16081
29570,30920,16086
29571,30918,16086
29572,30918,16089
29573,30925,16092
29574,30920,16090
29575,30926,16089
29576,30930,16090
29577,30927,16089
29578,30926,16084
29579,30922,16089
29580,30930,16085
29581,30925,16080
29582,30932,16078
29583,30932,16077
29584,30936,16072
29585,30930,16074
29586,30926,16069
29587,30926,16066
29588,30922,16072
29589,30927,16072
29590,30935,16075
29591,30941,16074
29592,30947,16079
29593,30946,16075
29594,30946,16072
29595,30940,16069
29596,30946,16066
29597,30940,16068
29598,30938,16074
29599,30932,16080
29600,30926,16083
29601,30926,16079
29602,30931,16074
29603,30928,16075
29604,30936,16081
29605,30938,16086
29606,30941,16086
29607,30939,16083
29608,30936,16089
29609,30935,16090
29610,30931,16091
29611,30930,16087
29612,30934,16085
29613,30942,16082
29614,30943,16084
29615,30941,16084
29616,30935,16084
29617,30930,16080
29618,30933,16086
29619,30928,16091
29620,30926,16092
29621,30933,16092
29622,30939,16095
29623,30938,16094
29624,30941,16100
29625,30936,16101
29626,30942,16096
29627,30950,16099
29628,30954,16100
29629,30949,16101
29630,30945,16102
29631,30943,16106
29632,30939,16110
29633,30939,16114
29634,30935,16117
29635,30935,16123
29636,30929,16119
29637,30923,16118
29638,30924,16113
29639,30919,16114
29640,30923,16112
29641,30917,16114
29642,30914,16116
29643,30909,16116
29644,30914,16122
29645,30920,16124
29646,30926,16126
29647,30931,16130
29648,30935,16135
29649,30942,16138
29650,30940,16141
29651,30944,16146
29652,30947,16142
29653,30950,16146
29654,30955,16149
29655,30962,16152
29656,30963,16151
29657,30966,16157
29658,30972,16160
29659,30977,16161
29660,30981,16158
29661,30988,16164
29662,30982,16162
29663,30990,16161
29664,30997,16163
29665,30997,16163
29666,30997,16166
29667,31000,16163
29668,30996,16165
29669,31002,16171
29670,31006,16173
29671,31014,16173
29672,31017,16176
29673,31015,16181
29674,31011,16179
29675,31015,16175
29676,31011,16177
29677,31010,16176
29678,31018,16182
29679,31014,16180
29680,31018,16182
29681,31022,16185
29682,31024,16184
29683,31024,16182
29684,31022,16186
29685,31025,16185
29686,31027,16188
29687,31030,16183
29688,31025,16182
29689,31024,16188
29690,31021,16192
29691,31029,16195
29692,31025,16201
29693,31027,16206
29694,31026,16206
29695,31021,16209
29696,31020,16205
29697,31025,16203
29698,31031,16207
29699,31039,16210
29700,31041,16212
29701,31048,16218
29702,31052,16222
29703,31060,16223
29704,31056,16228
29705,31052,16232
29706,31051,16227
29707,31053,16233
29708,31057,16236
29709,31062,16242
29710,31057,16239
29711,31063,16243
29712,31071,16242
29713,31073,16242
29714,31076,16246
29715,31077,16252
29716,31085,16257
29717,31090,16253
29718,31097,16258
29719,31092,16264
29720,31100,16266
29721,31098,16266
29722,31097,16263
29723,31097,16259
29724,31100,16257
29725,31095,16256
29726,31091,16251
29727,31087,16254
29728,31083,16256
29729,31079,16257
29730,31087,16257
29731,31087,16255
29732,31093,16257
29733,31099,16261
29734,31094,16256
29735,31102,16257
29736,31109,16257
29737,31111,16257
29738,31116,16255
29739,31114,16252
29740,31114,16254
29741,31111,16253
29742,31112,16249
29743,31115,16244
29744,31114,16243
29745,31109,16248
29746,31104,16249
29747,31110,16251
29748,31118,16249
29749,31116,16245
29750,31110,16250
29751,31105,16253
29752,31113,16258
29753,31108,16256
29754,31103,16258
29755,31097,16261
29756,31095,16258
29757,31101,16259
29758,31096,16258
29759,31090,16253
29760,31089,16257
29761,31086,16258
29762,31088,16261
29763,31086,16267
29764,31093,16268
29765,31094,16268
29766,31095,16268
29767,31095,16269
29768,31095,16267
29769,31096,16264
29770,31094,16261
29771,31100,16257
29772,31106,16262
29773,31100,16266
29774,31104,16271
29775,31109,16268
29776,31116,16274
29777,31124,16269
29778,31125,16266
29779,31130,16265
29780,31129,16268
29781,31132,16272
29782,31135,16274
29783,31131,16279
29784,31136,16283
29785,31136,16287
29786,31137,16284
29787,31142,16287
29788,31139,16284
29789,31138,16285
29790,31146,16291
29791,31140,16294
29792,31148,16298
29793,31144,16300
29794,31151,16297
29795,31158,16303
29796,31159,16300
29797,31161,16304
29798,31156,16304
29799,31159,16307
29800,31159,16313
29801,31155,16309
29802,31154,16308
29803,31152,16310
29804,31152,16316
29805,31149,16322
29806,31149,16317
29807,31156,16318
29808,31150,16317
29809,31150,16318
29810,31146,16319
29811,31141,16324
29812,31142,16330
29813,31147,16333
29814,31150,16330
29815,31147,16335
29816,31147,16334
29817,31145,16333
29818,31151,16336
29819,31154,16335
29820,31148,16338
29821,31143,16335
29822,31142,16336
29823,31150,16335
29824,31150,16339
29825,31158,16344
29826,31162,16345
29827,31161,16342
29828,31161,16345
29829,31164,16348
29830,31163,16349
29831,31170,16345
29832,31178,16351
29833,31173,16352
29834,31169,16353
29835,31166,16354
29836,31162,16360
29837,31164,16366
29838,31158,16363
29839,31163,16367
29840,31160,16369
29841,31157,16364
29842,31165,16360
29843,31167,16366
29844,31164,16367
29845,31168,16367
29846,31165,16369
29847,31167,16371
29848,31161,16375
29849,31166,16381
29850,31167,16384
29851,31171,16388
29852,31170,16387
29853,31166,16383
29854,31160,16387
29855,31163,16388
29856,31158,16390
29857,31161,16387
29858,31162,16386
29859,31163,16391
29860,31169,16386
29861,31170,16389
29862,31172,16391
29863,31175,16387
29864,31182,16389
29865,31189,16385
29866,31184,16387
29867,31183,16385
29868,31187,16388
29869,31194,16390
29870,31201,16393
29871,31202,16391
29872,31203,16390
29873,31199,16388
29874,31195,16387
29875,31192,16391
29876,31196,16392
29877,31203,16391
29878,31197,16395
29879,31205,16393
29880,31199,16388
29881,31195,16385
29882,31196,16384
29883,31194,16389
29884,31188,16391
29885,31189,16388
29886,31193,16384
29887,31197,16389
29888,31202,16387
29889,31208,16389
29890,31215,16385
29891,31215,16385
29892,31214,16386
29893,31214,16391
29894,31215,16396
29895,31215,16394
29896,31210,16390
29897,31205,16393
29898,31211,16399
29899,31206,16399
29900,31214,16405
29901,31220,16411
29902,31228,16412
29903,31226,16417
29904,31228,16413
29905,31224,16418
29906,31232,16419
29907,31237,16419
29908,31235,16414
29909,31239,16414
29910,31234,16417
29911,31240,16418
29912,31234,16416
29913,31230,16411
29914,31233,16414
29915,31241,16409
29916,31238,16411
29917,31244,16413
29918,31240,16408
29919,31234,16413
29920,31234,16410
29921,31230,16411
29922,31232,16415
29923,31229,16418
29924,31227,16416
29925,31229,16415
29926,31236,16419
29927,31243,16425
29928,31240,16426
29929,31248,16428
29930,31254,16425
29931,31256,16423
29932,31256,16421
29933,31252,16418
29934,31257,16420
29935,31259,16416
29936,31257,16416
29937,31257,16415
29938,31255,16412
29939,31261,16414
29940,31260,16414
29941,31265,16416
29942,31266,16418
29943,31271,16415
29944,31276,16416
29945,31280,16415
29946,31274,16411
29947,31281,16406
29948,31275,16403
29949,31275,16408
29950,31274,16408
29951,31279,16413
29952,31273,16416
29953,31280,16420
29954,31287,16419
29955,31286,16414
29956,31287,16410
29957,31292,16405
29958,31293,16409
29959,31293,16409
29960,31299,16414
29961,31300,16419
29962,31299,16421
29963,31293,16427
29964,31297,16423
29965,31299,16418
29966,31295,16422
29967,31299,16427
29968,31302,16430
29969,31306,16432
29970,31307,16435
29971,31312,16438
29972,31311,16439
29973,31307,16443
29974,31308,16442
29975,31307,16438
29976,31308,16444
29977,31316,16449
29978,31315,16447
29979,31317,16453
29980,31313,16455
29981,31312,16451
29982,31315,16450
29983,31318,16453
29984,31319,16457
29985,31321,16461
29986,31326,16463
29987,31320,16462
29988,31316,16459
29989,31319,16465
29990,31317,16468
29991,31313,16470
29992,31312,16465
29993,31313,16470
29994,31313,16466
29995,31318,16467
29996,31324,16466
29997,31328,16472
29998,31332,16473
29999,31336,16476
30000,31331,16478
30001,31326,16479
30002,31322,16476
30003,31322,16479
30004,31322,16481
30005,31325,16482
30006,31319,16487
30007,31313,16490
30008,31313,16486
30009,31320,16484
30010,31321,16488
30011,31322,16484
30012,31326,16487
30013,31330,16489
30014,31330,16485
30015,31335,16480
30016,31329,16475
30017,31337,16476
30018,31335,16474
30019,31341,16477
30020,31349,16476
30021,31355,16480
30022,31349,16480
30023,31355,16483
30024,31359,16481
30025,31362,16485
30026,31368,16487
30027,31375,16490
30028,31377,16489
30029,31380,16494
30030,31381,16489
30031,31388,16495
30032,31382,16497
30033,31386,16502
30034,31383,16506
30035,31391,16511
30036,31397,16507
30037,31391,16512
30038,31389,16511
30039,31393,16506
30040,31389,16502
30041,31386,16507
30042,31386,16503
30043,31387,16503
30044,31385,16507
30045,31383,16506
30046,31386,16501
30047,31385,16502
30048,31390,16505
30049,31387,16503
30050,31390,16503
30051,31388,16506
30052,31385,16511
30053,31381,16517
30054,31377,16512
30055,31371,16515
30056,31379,16518
30057,31378,16520
30058,31384,16519
30059,31387,16515
30060,31384,16516
30061,31386,16519
30062,31380,16524
30063,31378,16529
30064,31382,16525
30065,31383,16530
30066,31378,16526
30067,31384,16531
30068,31390,16537
30069,31388,16541
30070,31389,16542
30071,31397,16540
30072,31394,16535
30073,31388,16541
30074,31394,16544
30075,31389,16549
30076,31397,16554
30077,31403,16549
30078,31411,16553
30079,31413,16557
30080,31420,16561
30081,31421,16556
30082,31425,16558
30083,31426,16556
30084,31431,16557
30085,31429,16558
30086,31432,16558
30087,31440,16553
30088,31440,16558
30089,31445,16556
30090,31444,16552
30091,31442,16555
30092,31449,16555
30093,31451,16559
30094,31452,16562
30095,31458,16561
30096,31460,16558
30097,31463,16564
30098,31460,16566
30099,31462,16564
30100,31458,16570
30101,31459,16566
30102,31454,16570
30103,31449,16570
30104,31457,16574
30105,31461,16580
30106,31463,16584
30107,31467,16582
30108,31468,16584
30109,31462,16589
30110,31457,16585
30111,31456,16590
30112,31460,16594
30113,31459,16589
30114,31459,16594
30115,31467,16597
30116,31470,16596
30117,31476,16600
30118,31470,16595
30119,31475,16593
30120,31469,16588
30121,31472,16589
30122,31476,16594
30123,31473,16590
30124,31481,16585
30125,31479,16591
30126,31474,16586
30127,31478,16591
30128,31485,16596
30129,31484,16591
30130,31479,16588
30131,31475,16583
30132,31479,16582
30133,31478,16587
30134,31484,16588
30135,31491,16593
30136,31492,16588
30137,31499,16587
30138,31497,16588
30139,31503,16592
30140,31499,16590
30141,31506,16591
30142,31500,16589
30143,31497,16585
30144,31495,16584
30145,31499,16581
30146,31507,16578
30147,31504,16584
30148,31505,16583
30149,31508,16588
30150,31514,16587
30151,31521,16582
30152,31522,16577
30153,31516,16582
30154,31516,16579
30155,31518,16576
30156,31525,16575
30157,31526,16574
30158,31525,16576
30159,31530,16578
30160,31527,16583
30161,31528,16585
30162,31526,16590
30163,31524,16591
30164,31531,16597
30165,31529,16596
30166,31530,16594
30167,31528,16589
30168,31522,16591
30169,31522,16591
30170,31522,16591
30171,31518,16596
30172,31522,16592
30173,31522,16591
30174,31529,16587
30175,31535,16586
30176,31533,16586
30177,31527,16589
30178,31532,16589
30179,31531,16589
30180,31534,16592
30181,31538,16589
30182,31532,16584
30183,31538,16584
30184,31544,16581
30185,31541,16582
30186,31536,16583
30187,31535,16579
30188,31542,16581
30189,31543,16578
30190,31537,16575
30191,31545,16574
30192,31540,16571
30193,31541,16575
30194,31538,16570
30195,31543,16570
30196,31540,16574
30197,31538,16570
30198,31545,16574
30199,31547,16572
30200,31555,16574
30201,31559,16570
30202,31558,16567
30203,31555,16565
30204,31552,16566
30205,31558,16564
30206,31561,16559
30207,31569,16555
30208,31564,16561
30209,31568,16562
30210,31575,16568
30211,31579,16566
30212,31578,16564
30213,31573,16564
30214,31570,16562
30215,31571,16565
30216,31578,16569
30217,31576,16567
30218,31581,16562
30219,31580,16567
30220,31575,16567
30221,31578,16564
30222,31585,16567
30223,31587,16563
30224,31584,16559
30225,31590,16565
30226,31594,16564
30227,31592,16566
30228,31597,16568
30229,31602,16572
30230,31602,16572
30231,31598,16569
30232,31604,16564
30233,31611,16570
30234,31612,16568
30235,31608,16571
30236,31608,16568
30237,31614,16569
30238,31617,16573
30239,31622,16571
30240,31620,16568
30241,31616,16564
30242,31623,16563
30243,31618,16568
30244,31624,16563
30245,31621,16565
30246,31624,16564
30247,31618,16561
30248,31617,16560
30249,31624,16564
30250,31622,16559
30251,31628,16560
30252,31629,16555
30253,31631,16559
30254,31633,16554
30255,31633,16558
30256,31640,16561
30257,31634,16564
30258,31633,16562
30259,31635,16564
30260,31638,16563
30261,31634,16564
30262,31628,16566
30263,31635,16568
30264,31632,16564
30265,31636,16568
30266,31639,16564
30267,31645,16564
30268,31650,16566
30269,31650,16561
30270,31657,16564
30271,31664,16563
30272,31665,16559
30273,31663,16563
30274,31671,16559
30275,31675,16559
30276,31682,16557
30277,31681,16555
30278,31679,16553
30279,31681,16556
30280,31684,16554
30281,31685,16552
30282,31688,16548
30283,31684,16551
30284,31688,16556
30285,31690,16560
30286,31686,16563
30287,31689,16559
30288,31683,16554
30289,31684,16552
30290,31684,16551
30291,31685,16556
30292,31687,16555
30293,31684,16554
30294,31684,16551
30295,31685,16550
30296,31681,16547
30297,31677,16552
30298,31677,16558
30299,31684,16555
30300,31679,16551
30301,31678,16557
30302,31679,16554
30303,31676,16549
30304,31678,16555
30305,31678,16561
30306,31679,16557
30307,31679,16554
30308,31673,16552
30309,31677,16554
30310,31671,16552
30311,31673,16554
30312,31667,16554
30313,31673,16551
30314,31675,16549
30315,31673,16552
30316,31672,16552
30317,31670,16556
30318,31672,16560
30319,31670,16556
30320,31670,16552
30321,31668,16554
30322,31669,16550
30323,31671,16556
30324,31665,16558
30325,31668,16557
30326,31669,16558
30327,31677,16554
30328,31673,16557
30329,31669,16557
30330,31666,16552
30331,31672,16556
30332,31672,16552
30333,31673,16551
30334,31669,16556
30335,31670,16560
30336,31674,16561
30337,31680,16556
30338,31681,16558
30339,31689,16556
30340,31685,16555
30341,31690,16552
30342,31696,16547
30343,31702,16543
30344,31704,16548
30345,31702,16552
30346,31703,16547
30347,31709,16547
30348,31709,16544
30349,31710,16544
30350,31716,16549
30351,31714,16550
30352,31717,16550
30353,31714,16554
30354,31711,16560
30355,31717,16565
30356,31715,16560
30357,31718,16558
30358,31713,16559
30359,31708,16557
30360,31710,16561
30361,31718,16557
30362,31722,16561
30363,31725,16557
30364,31729,16555
30365,31735,16559
30366,31729,16554
30367,31732,16553
30368,31740,16552
30369,31741,16555
30370,31739,16559
30371,31741,16559
30372,31749,16560
30373,31755,16555
30374,31753,16557
30375,31750,16556
30376,31758,16559
30377,31757,16558
30378,31764,16556
30379,31769,16562
30380,31774,16557
30381,31776,16558
30382,31783,16563
30383,31791,16566
30384,31797,16572
30385,31805,16576
30386,31802,16576
30387,31800,16582
30388,31800,16581
30389,31803,16577
30390,31804,16578
30391,31804,16578
30392,31801,16584
30393,31798,16580
30394,31800,16578
30395,31804,16581
30396,31811,16584
30397,31807,16583
30398,31806,16585
30399,31812,16584
30400,31813,16584
30401,31817,16588
30402,31824,16585
30403,31831,16591
30404,31836,16597
30405,31836,16593
30406,31833,16594
30407,31841,16589
30408,31835,16587
30409,31833,16592
30410,31838,16591
30411,31842,16597
30412,31846,16601
30413,31850,16603
30414,31852,16605
30415,31847,16604
30416,31841,16606
30417,31839,16611
30418,31845,16615
30419,31840,16612
30420,31842,16617
30421,31838,16623
30422,31836,16619
30423,31843,16619
30424,31844,16618
30425,31840,16624
30426,31842,16619
30427,31844,16620
30428,31847,16626
30429,31843,16622
30430,31843,16623
30431,31847,16628
30432,31849,16632
30433,31854,16638
30434,31848,16643
30435,31856,16645
30436,31852,16648
30437,31858,16645
30438,31863,16643
30439,31870,16639
30440,31866,16639
30441,31860,16638
30442,31861,16635
30443,31856,16638
30444,31852,16634
30445,31860,16635
30446,31863,16640
30447,31870,16637
30448,31866,16643
30449,31863,16648
30450,31868,16643
30451,31865,16640
30452,31861,16636
30453,31865,16638
30454,31863,16636
30455,31867,16638
30456,31871,16642
30457,31879,16640
30458,31878,16635
30459,31875,16633
30460,31870,16632
30461,31866,16634
30462,31863,16632
30463,31857,16633
30464,31863,16633
30465,31859,16637
30466,31865,16634
30467,31872,16634
30468,31878,16637
30469,31876,16638
30470,31882,16643
30471,31877,16641
30472,31884,16642
30473,31880,16647
30474,31879,16642
30475,31883,16638
30476,31886,16641
30477,31882,16645
30478,31885,16642
30479,31893,16641
30480,31894,16640
30481,31898,16636
30482,31903,16636
30483,31902,16633
30484,31896,16635
30485,31891,16633
30486,31886,16637
30487,31881,16643
30488,31875,16647
30489,31883,16648
30490,31878,16652
30491,31877,16652
30492,31879,16647
30493,31881,16643
30494,31883,16639
30495,31888,16642
30496,31895,16640
30497,31890,16643
30498,31890,16645
30499,31897,16647
30500,31900,16647
30501,31898,16651
30502,31892,16652
30503,31886,16650
30504,31888,16646
30505,31885,16647
30506,31887,16650
30507,31893,16655
30508,31889,16652
30509,31890,16656
30510,31887,16652
30511,31888,16652
30512,31888,16656
30513,31882,16657
30514,31877,16661
30515,31881,16663
30516,31878,16659
30517,31879,16658
30518,31886,16655
30519,31891,16656
30520,31892,16654
30521,31892,16658
30522,31888,16661
30523,31884,16667
30524,31887,16670
30525,31882,16670
30526,31879,16672
30527,31879,16669
30528,31883,16673
30529,31885,16671
30530,31880,16667
30531,31885,16666
30532,31887,16663
30533,31885,16661
30534,31892,16660
30535,31896,16660
30536,31894,16661
30537,31894,16663
30538,31897,16662
30539,31902,16658
30540,31906,16654
30541,31902,16657
30542,31903,16656
30543,31909,16653
30544,31911,16653
30545,31919,16657
30546,31919,16658
30547,31915,16659
30548,31913,16656
30549,31915,16656
30550,31913,16659
30551,31914,16654
30552,31910,16651
30553,31909,16646
30554,31907,16644
30555,31903,16647
30556,31904,16649
30557,31908,16649
30558,31912,16652
30559,31920,16658
30560,31928,16664
30561,31935,16669
30562,31932,16664
30563,31937,16660
30564,31940,16662
30565,31937,16657
30566,31934,16652
30567,31929,16650
30568,31937,16654
30569,31945,16660
30570,31950,16660
30571,31958,16666
30572,31955,16671
30573,31957,16675
30574,31957,16677
30575,31965,16683
30576,31973,16688
30577,31980,16684
30578,31974,16679
30579,31978,16685
30580,31973,16685
30581,31967,16689
30582,31970,16687
30583,31974,16689
30584,31977,16690
30585,31980,16686
30586,31982,16689
30587,31985,16688
30588,31990,16693
30589,31985,16694
30590,31993,16696
30591,31997,16694
30592,32003,16699
30593,31998,16702
30594,31992,16706
30595,31992,16702
30596,31989,16701
30597,31993,16699
30598,31991,16701
30599,31992,16696
30600,31994,16695
30601,31988,16691
30602,31988,16691
30603,31988,16692
30604,31990,16695
30605,31991,16693
30606,31987,16689
30607,31984,16692
30608,31988,16687
30609,31987,16685
30610,31983,16688
30611,31989,16685
30612,31996,16688
30613,31996,16691
30614,31998,16690
30615,32006,16688
30616,32011,16688
30617,32013,16692
30618,32018,16690
30619,32014,16685
30620,32012,16684
30621,32008,16690
30622,32010,16690
30623,32005,16692
30624,32002,16694
30625,31999,16697
30626,32000,16699
30627,32008,16704
30628,32009,16707
30629,32004,16708
30630,32000,16704
30631,31994,16710
30632,32002,16709
30633,31996,16709
30634,31994,16712
30635,32000,16708
30636,32007,16703
30637,32002,16700
30638,32000,16696
30639,32003,16698
30640,32004,16694
30641,32000,16689
30642,31997,16691
30643,31996,16694
30644,31994,16699
30645,32002,16694
30646,32006,16699
30647,32005,16698
30648,32003,16702
30649,32007,16708
30650,32013,16708
30651,32014,16705
30652,32020,16706
30653,32017,16706
30654,32016,16708
30655,32023,16712
30656,32020,16716
30657,32017,16712
30658,32011,16717
30659,32006,16714
30660,32009,16710
30661,32003,16707
30662,32001,16709
30663,32001,16713
30664,32001,16719
30665,31999,16718
30666,31995,16714
30667,31996,16717
30668,31993,16717
30669,31994,16723
30670,32001,16723
30671,31997,16725
30672,32001,16724
30673,32004,16726
30674,31999,16730
30675,32004,16731
30676,32011,16728
30677,32007,16725
30678,32010,16728
30679,32018,16729
30680,32014,16726
30681,32008,16732
30682,32011,16737
30683,32015,16734
30684,32021,16738
30685,32024,16744
30686,32030,16740
30687,32034,16739
30688,32033,16744
30689,32033,16747
30690,32027,16747
30691,32035,16751
30692,32039,16750
30693,32037,16745
30694,32042,16747
30695,32040,16753
30696,32036,16751
30697,32037,16757
30698,32033,16755
30699,32033,16756
30700,32034,16761
30701,32041,16765
30702,32040,16764
30703,32042,16762
30704,32046,16758
30705,32048,16755
30706,32045,16761
30707,32050,16762
30708,32048,16759
30709,32046,16760
30710,32040,16756
30711,32034,16757
30712,32039,16760
30713,32038,16760
30714,32044,16765
30715,32045,16762
30716,32046,16764
30717,32043,16761
30718,32048,16764
30719,32049,16759
30720,32050,16754
30721,32044,16758
30722,32039,16760
30723,32034,16757
30724,32028,16756
30725,32024,16755
30726,32026,16756
30727,32034,16752
30728,32031,16756
30729,32033,16757
30730,32031,16755
30731,32037,16760
30732,32042,16760
30733,32040,16759
30734,32043,16765
30735,32043,16761
30736,32045,16760
30737,32050,16755
30738,32044,16751
30739,32043,16755
30740,32038,16751
30741,32035,16757
30742,32035,16755
30743,32040,16754
30744,32036,16757
30745,32038,16752
30746,32036,16754
30747,32035,16749
30748,32030,16750
30749,32030,16751
30750,32025,16752
30751,32027,16757
30752,32028,16756
30753,32030,16762
30754,32032,16760
30755,32039,16765
30756,32040,16765
30757,32040,16767
30758,32048,16764
30759,32047,16763
30760,32054,16764
30761,32050,16767
30762,32051,16764
30763,32056,16759
30764,32059,16760
30765,32062,16765
30766,32070,16766
30767,32078,16764
30768,32075,16763
30769,32074,16765
30770,32075,16766
30771,32081,16768
30772,32077,16771
30773,32085,16768
30774,32091,16766
30775,32098,16764
30776,32099,16769
30777,32097,16769
30778,32105,16773
30779,32103,16770
30780,32106,16767
30781,32101,16770
30782,32104,16769
30783,32110,16771
30784,32111,16766
30785,32112,16767
30786,32106,16764
30787,32114,16767
30788,32119,16766
30789,32116,16761
30790,32115,16763
30791,32116,16762
30792,32119,16759
30793,32119,16761
30794,32122,16764
30795,32116,16760
30796,32114,16755
30797,32108,16760
30798,32105,16762
30799,32099,16762
30800,32099,16759
30801,32103,16764
30802,32106,16763
30803,32102,16767
30804,32103,16770
30805,32106,16767
30806,32101,16764
30807,32099,16768
30808,32094,16771
30809,32099,16772
30810,32096,16774
30811,32090,16777
30812,32088,16775
30813,32093,16776
30814,32091,16782
30815,32091,16781
30816,32094,16785
30817,32092,16780
30818,32091,16779
30819,32090,16776
30820,32094,16778
30821,32102,16777
30822,32098,16775
30823,32093,16777
30824,32088,16773
30825,32087,16772
30826,32084,16771
30827,32082,16774
30828,32090,16769
30829,32094,16774
30830,32096,16769
30831,32102,16766
30832,32102,16766
30833,32105,16765
30834,32102,16766
30835,32101,16769
30836,32103,16772
30837,32108,16772
30838,32106,16773
30839,32108,16769
30840,32103,16767
30841,32097,16772
30842,32102,16774
30843,32097,16769
30844,32104,16771
30845,32101,16770
30846,32109,16776
30847,32106,16779
30848,32100,16776
30849,32105,16771
30850,32103,16772
30851,32099,16772
30852,32107,16767
30853,32114,16763
30854,32110,16760
30855,32110,16763
30856,32112,16763
30857,32110,16765
30858,32116,16769
30859,32121,16765
30860,32126,16760
30861,32127,16760
30862,32121,16763
30863,32124,16760
30864,32126,16763
30865,32128,16768
30866,32126,16766
30867,32120,16761
30868,32119,16764
30869,32114,16768
30870,32114,16773
30871,32108,16779
30872,32111,16776
30873,32108,16778
30874,32112,16779
30875,32106,16783
30876,32114,16779
30877,32118,16784
30878,32119,16790
30879,32124,16794
30880,32131,16797
30881,32135,16802
30882,32137,16797
30883,32131,16800
30884,32135,16805
30885,32136,16811
30886,32133,16812
30887,32139,16812
30888,32146,16811
30889,32152,16811
30890,32152,16808
30891,32148,16810
30892,32144,16808
30893,32139,16806
30894,32137,16804
30895,32136,16800
30896,32137,16798
30897,32134,16798
30898,32137,16793
30899,32133,16792
30900,32141,16791
30901,32142,16788
30902,32142,16787
30903,32137,16786
30904,32134,16786
30905,32135,16781
30906,32138,16780
30907,32134,16781
30908,32140,16777
30909,32136,16774
30910,32137,16771
30911,32135,16771
30912,32139,16770
30913,32147,16770
30914,32143,16770
30915,32147,16766
30916,32151,16763
30917,32146,16763
30918,32140,16763
30919,32147,16768
30920,32149,16773
30921,32149,16769
30922,32143,16767
30923,32144,16767
30924,32143,16767
30925,32151,16770
30926,32153,16776
30927,32157,16773
30928,32159,16777
30929,32156,16780
30930,32159,16781
30931,32161,16787
30932,32162,16782
30933,32169,16778
30934,32168,16784
30935,32174,16790
30936,32179,16786
30937,32180,16787
30938,32184,16789
30939,32179,16793
30940,32179,16798
30941,32182,16794
30942,32183,16794
30943,32181,16795
30944,32177,16801
30945,32174,16800
30946,32172,16806
30947,32173,16805
30948,32173,16804
30949,32178,16801
30950,32186,16796
30951,32187,16800
30952,32188,16802
30953,32196,16797
30954,32198,16803
30955,32205,16807
30956,32201,16804
30957,32199,16807
30958,32201,16803
30959,32206,16804
30960,32205,16810
30961,32209,16806
30962,32217,16804
30963,32222,16802
30964,32223,16799
30965,32220,16804
30966,32222,16804
30967,32226,16807
30968,32232,16805
30969,32240,16804
30970,32248,16804
30971,32254,16799
30972,32253,16802
30973,32248,16801
30974,32255,16797
30975,32262,16798
30976,32264,16796
30977,32264,16799
30978,32268,16797
30979,32270,16799
30980,32277,16799
30981,32282,16803
30982,32285,16802
30983,32279,16802
30984,32284,16801
30985,32287,16801
30986,32284,16797
30987,32291,16792
30988,32285,16796
30989,32280,16799
30990,32283,16802
30991,32277,16808
